name,params,length,output_type,parse_time,states,trans,precomp_time,newmat,prob,sample_time
brp,N_64_MAX_3,31,ok,50.695195,3526,4611,-1,-1,8.817630928356097e-09,6.536274
brp,N_64_MAX_3,32,ok,49.565719,3526,4611,281.584829,4,3.0279090465620857e-07,6.895253
brp,N_64_MAX_3,48,ok,49.276096,3526,4611,-1,-1,1.0027278247609443e-07,10.032779
brp,N_64_MAX_3,63,ok,48.902536,3526,4611,-1,-1,1.1727576238515577e-08,13.248871
brp,N_64_MAX_3,64,ok,102.812255,3526,4611,629.868020,5,2.2942044049565312e-07,15.144833
brp,N_64_MAX_3,96,ok,49.203690,3526,4611,-1,-1,1.3116456021665463e-07,20.180658
brp,N_64_MAX_3,127,ok,49.960729,3526,4611,-1,-1,3.712763419584692e-08,27.293746
brp,N_64_MAX_3,128,ok,50.394212,3526,4611,732.003517,6,2.4718842989872975e-07,29.159733
brp,N_64_MAX_4,8,numeric,-1,-1,-1,-1,-1,-1,-1
brp,N_64_MAX_4,15,numeric,-1,-1,-1,-1,-1,-1,-1
brp,N_64_MAX_4,16,ok,60.006443,4359,5763,331.608595,3,7.84e-09,3.593353
brp,N_64_MAX_4,31,ok,62.090037,4359,5763,-1,-1,2.9260027812224567e-09,6.581193
brp,N_64_MAX_4,32,ok,69.202305,4359,5763,367.291620,4,3.9997067531878195e-09,6.908903
brp,N_64_MAX_4,48,ok,66.348407,4359,5763,-1,-1,7.605363209558781e-09,10.197178
brp,N_64_MAX_4,63,ok,62.940581,4359,5763,-1,-1,4.115772951300068e-10,13.011804
brp,N_64_MAX_4,64,ok,63.023757,4359,5763,571.821559,5,7.920664248495972e-09,15.418517
brp,N_64_MAX_4,96,ok,79.160665,4359,5763,-1,-1,7.4285579475303865e-09,20.404687
brp,N_64_MAX_4,127,ok,66.101926,4359,5763,-1,-1,1.9466067259485247e-09,27.452330
brp,N_64_MAX_4,128,ok,62.847281,4359,5763,1483.322089,6,5.366776302680323e-09,28.944478
brp,N_64_MAX_5,8,numeric,-1,-1,-1,-1,-1,-1,-1
brp,N_64_MAX_5,15,numeric,-1,-1,-1,-1,-1,-1,-1
